$SPEC_ID:
No sample description was entered.
$SPEC_REM:
DET# 1
DETDESC# DESKTOP-LO9J119 MCB 337
AP# Maestro Version 5.35.01
$DATE_MEA:
01/26/2026 15:38:36
$MEAS_TIM:
301	310
$DATA:
0 8191
	44.918	9.18578
	26.6782	8.084
	25.8094	8.08594
	16.5786	7.57806
	30.5108	8.26565
	20.9316	7.70337
	34.5244	8.443
	23.2348	7.76497
	24.9225	7.8275
	36.4655	8.50001
	47.9587	9.17979
	20.6827	7.49948
	31.0945	8.0741
	34.9587	8.44207
	19.0945	7.29323
	34.6601	8.31907
	23.7416	7.76378
	31.1669	8.07394
	22.1171	7.56482
	24.2031	7.62806
	30.1533	8.07621
	29.2393	7.94896
	31.3253	8.00916
	31.7869	7.87766
	24.6511	7.55876
	16.3117	7.08402
	16.1851	6.78551
	21.8457	7.2864
	20.7145	7.14564
	24.8955	7.41981
	35.8593	8.12742
	17.7733	7.00673
	30.1489	7.74883
	26.3525	7.55468
	20.3887	7.14646
	31.8503	7.74486
	26.1941	7.62333
	19.1625	6.92876
	23.0403	7.28343
	8.94528	6.16568
	21.1625	7.07161
	23.4023	7.28253
	26.8051	7.27407
	17.6919	6.85746
	14.4385	6.63581
	15.4657	6.55443
	23.6467	7.13821
	18.9363	6.77816
	17.0177	6.78328
	14.6557	6.63521
	17.4069	6.6277
	25.3933	7.27758
	14.8277	6.47668
	21.0222	6.84866
	20.9137	6.84895
	24.7191	7.20773
	24.3345	7.13646
	16.7689	6.55083
	18.5155	6.70243
	9.05845	5.90787
	36.8186	7.86609
	23.6376	6.99156
	12.0449	6.24016
	20.2168	6.69783
	13.6467	6.39953
	15.2621	6.47547
	15.3842	6.39461
	22.4114	6.76888
	18.7462	6.62405
	22.796	6.84397
	19.3842	6.70008
	10.9272	5.98928
	21.615	6.77101
	17.977	6.46788
	20.977	6.69578
	7.59242	5.55078
	19.0358	6.62325
	10.4838	5.81507
	23.6286	6.84177
	14.2168	6.23385
	19.2168	6.62276
	12.9544	5.98315
	20.4612	6.54062
	19.8186	6.69891
	24.8232	6.83861
	13.3752	6.06787
	29.149	7.12424
	11.425	5.81214
	26.615	7.13068
	23.787	6.7652
	15.4748	6.0616
	20.0992	6.54162
	18.4024	6.30441
	8.48382	5.64049
	15.968	6.14503
	22.4748	6.61385
	17.8594	6.30597
	18.7554	6.13681
	8.4748	5.45371
	18.1852	6.30504
	17.787	6.30618
	21.692	6.53721
	10.6196	5.63363
	10.2938	5.63467
	11.063	5.81327
	23.2848	6.5328
	14.778	5.89032
	13.6558	5.89376
	20.6558	6.46038
	15.14	5.8892
	14.1128	5.97964
	13.321	5.71631
	6.52459	5.16769
	26.959	6.83296
	19.9952	6.29984
	15.1762	5.88909
	9.53818	5.35428
	16.2712	6.05922
	10.0676	5.44843
	16.7418	6.05782
	12.6558	5.80831
	16.045	5.88642
	20.0902	6.38128
	18.502	6.13756
	26.5744	6.75774
	19.8142	6.30036
	21.5744	6.37707
	11.95	5.44217
	11.7916	5.53707
	-6.29441	3.70114
	6.44317	4.96342
	24.864	6.60731
	11.4432	5.44385
	24.769	6.52869
	17.5156	5.96933
	7.97258	5.16261
	16.502	5.97241
	14.9364	5.8012
	3.94997	4.64943
	12.8504	5.7178
	11.5518	5.44349
	20.5156	6.21554
	20.5156	6.21554
	13.407	5.62467
	12.2758	5.44109
	14.8912	5.61989
	10.7102	5.25259
	11.226	5.44458
	13.036	5.43856
	12.6378	5.43988
	6.13999	5.06781
	8.50198	5.26019
	6.08118	4.96474
	21.6966	6.29495
	16.9002	5.9712
	21.045	6.29682
	6.97258	5.06484
	18.6332	6.22102
	21.588	6.29526
	10.2622	5.35183
	8.06759	5.26169
	10.674	5.25271
	9.22598	5.2577
	15.1808	5.61895
	13.588	5.62408
	22.1174	6.37553
	18.8776	6.05143
	13.1898	5.62536
	13.9364	5.71436
	13.674	5.53091
	17.6604	5.96889
	18.1898	6.05349
	4.28479	4.86595
	8.22598	5.16173
	11.5156	5.44361
	22.045	6.37573
	22.9002	6.45408
	26.4794	6.68089
	21.4432	6.29568
	10.9002	5.44566
	15.502	5.88809
	14.3346	5.7131
	31.2984	7.04562
	21.778	6.45723
	22.054	6.53621
	15.7916	5.8872
	9.37078	5.2572
	17.588	5.96911
	23.2848	6.5328
	10.416	5.54156
	15.8504	5.97438
	16.7554	5.97164
	11.0902	5.63212
	22.1762	6.45611
	9.71918	5.35367
	16.5382	5.9723
	13.0314	5.71722
	16.683	5.97186
	9.88659	5.44903
	10.5156	5.35097
	20.8368	6.45987
	5.00878	4.86326
	23.5608	6.61088
	8.48839	5.35783
	13.2486	5.71654
	25.1762	6.68442
	17.3934	6.05587
	7.42959	5.16452
	29.6332	7.0499
	17.2576	6.22502
	18.2124	6.13841
	23.416	6.61127
	22.0676	6.45642
	12.1988	5.71986
	27.2712	6.90754
	17.1128	6.22544
	22.0042	6.61514
	12.7644	5.80797
	17.8594	6.30597
	13.5472	5.8941
	8.6558	5.45311
	23.2576	6.68961
	9.12183	5.72959
	13.149	5.89532
	19.5834	6.38272
	18.8096	6.46555
	21.1716	6.61741
	22.7146	6.69108
	24.882	6.9138
	20.4974	6.54052
	13.7146	5.98085
	13.1626	5.80673
	6.75081	5.36369
	11.6286	5.89999
	17.425	6.30722
	10.9906	5.8135
	15.1942	6.23102
	19.5924	6.54302
	2.77342	5.07982
	21.3164	6.61702
	12.7734	5.98369
	19.3164	6.46413
	11.4838	5.90043
	11.158	5.90143
	12.3526	5.89776
